Gene Id	Gene Name	Sample_78648	Sample_78650	Sample_78652	Sample_78654	Sample_78647	Sample_78649	Sample_78651	Sample_78653
1700045H11Rik	1700045H11Rik	0	0	0	0	0	0	0	0
1700045I19Rik	1700045I19Rik	239	183	229	262	48	57	54	75
1700046C09Rik	1700046C09Rik	0	0	0	0	0	0	0	0
1700047G03Rik	1700047G03Rik	0	0	0	0	0	0	0	3
1700047I17Rik2	1700047I17Rik2	0	0	0	0	0	0	0	0
1700047L14Rik	1700047L14Rik	0	0	0	0	0	0	0	0
1700047M11Rik	1700047M11Rik	184	167	156	209	30	20	18	39
1700048M11Rik	1700048M11Rik	9	4	16	14	5	2	12	16
1700048O20Rik	1700048O20Rik	1012	779	1176	1170	170	114	190	235
1700049E15Rik	1700049E15Rik	0	0	0	0	1	0	5	0
1700049E22Rik	1700049E22Rik	0	0	0	0	0	0	0	0
1700049G17Rik	1700049G17Rik	402	343	428	496	101	101	142	139
1700049L16Rik	1700049L16Rik	0	0	0	0	0	0	0	0
1700051A21Rik	1700051A21Rik	3	1	5	1	0	0	1	0
1700052I22Rik	1700052I22Rik	0	0	0	0	0	0	0	0
1700052K11Rik	1700052K11Rik	558	407	581	577	167	128	137	189
1700052N19Rik	1700052N19Rik	636	538	640	782	134	131	175	227
1700054A03Rik	1700054A03Rik	0	1	0	0	0	0	0	0
1700054K19Rik	1700054K19Rik	0	0	0	0	0	0	0	0
1700054M17Rik	1700054M17Rik	0	0	0	0	5	1	2	1
1700054N08Rik	1700054N08Rik	599	518	625	773	322	272	348	425
1700054O13Rik	1700054O13Rik	0	0	0	0	0	0	1	0
1700055C04Rik	1700055C04Rik	0	0	0	0	0	0	0	0
1700055N04Rik	1700055N04Rik	5	6	9	11	1	0	1	0
1700056E22Rik	1700056E22Rik	18	12	17	22	11	6	5	8
1700057G04Rik	1700057G04Rik	1	0	1	0	0	0	0	0
1700057H15Rik	1700057H15Rik	0	1	3	0	0	0	0	0
1700057K13Rik	1700057K13Rik	0	3	2	0	1	1	3	0
1700058G18Rik	1700058G18Rik	255	202	326	304	16	36	36	29
1700060C16Rik	1700060C16Rik	0	0	0	0	0	0	0	0
1700060C20Rik	1700060C20Rik	6	1.00002	3.00005	1.00005	0	0	0	2.00025
1700061F12Rik	1700061F12Rik	0	0	0	0	0	0	0	0
1700061G19Rik	1700061G19Rik	22	17	25	21	2	15	7	13
1700061I17Rik	1700061I17Rik	3	0	2	1	0	0	1	0
1700061J05Rik	1700061J05Rik	1	2	1	1	1	0	0	0
1700063A18Rik	1700063A18Rik	0	0	0	0	0	0	0	0
1700063D05Rik	1700063D05Rik	106	73	128	107	39	20	35	37
1700063O14Rik	1700063O14Rik	0	0	0	0	0	0	0	0
1700064J06Rik	1700064J06Rik	0	0	0	0	0	0	0	0
1700064M15Rik	1700064M15Rik	7	13	9	13	4	3	1	4
1700065D16Rik	1700065D16Rik	12	8	8	11	8	13	3	7
1700065I16Rik	1700065I16Rik	0	0	0	0	0	0	0	0
1700065I17Rik	1700065I17Rik	1	0	0	2	0	1	5	0
1700065J11Rik	1700065J11Rik	0	0	0	0	0	0	0	0
1700065J18Rik	1700065J18Rik	3	7	9	16	8	2	9	4
1700065O20Rik	1700065O20Rik	0	0	0	0	0	0	3	0
1700066B17Rik	1700066B17Rik	0	2	0	0	0	2	0	0
1700066B19Rik	1700066B19Rik	12	5	8	10	8	2	5	1
1700066J24Rik	1700066J24Rik	2226	1762	2320	2754	447	285	389	417
1700066M21Rik	1700066M21Rik	1151	881	1241	1261	228	135	216	265
1700066N21Rik	1700066N21Rik	0	0	0	0	0	0	0	0
1700066O22Rik	1700066O22Rik	0	0	0	0	0	0	1	2
1700067G17Rik	1700067G17Rik	0	0	0	0	0	0	0	0
1700067K01Rik	1700067K01Rik	22	19	23	36	2	4	3	10
1700067P10Rik	1700067P10Rik	0	0	1	0	0	0	0	0
1700069L16Rik	1700069L16Rik	2	0	0	0	0	0	0	0
1700069P05Rik	1700069P05Rik	0	0	0	0	0	0	0	0
1700071K01Rik	1700071K01Rik	1	0	0	1	26	26	39	77
1700071M16Rik	1700071M16Rik	66	36	41	53	38	44	71	43
1700072B07Rik	1700072B07Rik	0	0	0	0	0	0	0	0
1700072O05Rik	1700072O05Rik	0	0	0	0	0	0	0	0
1700073E17Rik	1700073E17Rik	2037	1590	2095	2260	198	129	190	209
1700074H08Rik	1700074H08Rik	3	0	1	0	0	0	0	6
1700074P13Rik	1700074P13Rik	0	0	0	0	0	0	0	0
1700080E11Rik	1700080E11Rik	0	0	0	0	1	1	0	0
1700080N15Rik	1700080N15Rik	0	0	0	0	3	11	11	18
1700080O16Rik	1700080O16Rik	0	0	0	0	0	0	0	0
1700081H04Rik	1700081H04Rik	0	0	0	0	0	0	0	0
1700081H22Rik	1700081H22Rik	0	0	0	0	1	0	0	4
1700081L11Rik	1700081L11Rik	3160	2589	3318	3597	1398	1041	1605	1822
1700084C01Rik	1700084C01Rik	407	419	512	501	183	158	152	193
1700084E18Rik	1700084E18Rik	10	11	17	17	4	4	3	9
1700084F23Rik	1700084F23Rik	1	0	1	0	0	0	2	3
1700084J12Rik	1700084J12Rik	261	188.001	229.001	285.002	53	58	44.0005	69
1700085B03Rik	1700085B03Rik	0	0	0	0	0	4.99977	4	1.99966
1700085C21Rik	1700085C21Rik	0	0	0	0	1	1	0	1
1700086L19Rik	1700086L19Rik	478	433	473	605	526	480	548	575
1700086O06Rik	1700086O06Rik	203	165	219	265	45	21	23.9989	31
1700088E04Rik	1700088E04Rik	751	625	785	884	140	125	165	188
1700090G07Rik	1700090G07Rik	0	0	0	0	0	0	0	0
1700091E21Rik	1700091E21Rik	3	1	5	2	0	1	1	2
1700092C02Rik	1700092C02Rik	0	0	0	0	0	0	0	0
1700092C10Rik	1700092C10Rik	0	0	0	0	0	0	0	0
1700092E19Rik	1700092E19Rik	0	0	0	0	0	0	0	0
1700092K14Rik	1700092K14Rik	3	3	1	4	0	0	0	0
1700092M07Rik	1700092M07Rik	2	5	3	6	0	4	1	2
1700093K21Rik	1700093K21Rik	7	7	2	11	0	6	2	14
1700094D03Rik	1700094D03Rik	427	330	448	506	86	104	103	108
1700094J05Rik	1700094J05Rik	32	13	11	28	27	32	41	43
1700094M24Rik	1700094M24Rik	0	0	0	0	0	0	0	0
1700095A21Rik	1700095A21Rik	1	0	2	0	4	0	2	3
1700095B10Rik	1700095B10Rik	7.99993	2.99994	5.99998	1.99997	7.99989	4.99988	2.99984	1.99993
1700095B22Rik	1700095B22Rik	28	25	32	28	12	13	11	30
1700096J18Rik	1700096J18Rik	4	0	3	2	3	0	3	0
1700096K18Rik	1700096K18Rik	154	108	184	170	33	25	31	21
1700097N02Rik	1700097N02Rik	4	8	6	4	1	3	1	0
1700100L14Rik	1700100L14Rik	0	0	0	0	2	4	0	0
1700101E01Rik	1700101E01Rik	14	14	28	24	6	6	10	6
1700101I11Rik	1700101I11Rik	56	51	59	74	8	6	3	3
1700101O22Rik	1700101O22Rik	0	0	0	0	0	0	0	0
1700102H20Rik	1700102H20Rik	6	8	7	7	0	0	2	2
1700102P08Rik	1700102P08Rik	14	10	10	18	5	3	17	11
1700104A03Rik	1700104A03Rik	0	0	1	0	0	0	0	0
1700105P06Rik	1700105P06Rik	3	5	4	6	3	6	9	13
1700106J16Rik	1700106J16Rik	3	0	1	0	3	0	1	0
1700106N22Rik	1700106N22Rik	390	370	404	457	113	114	153	128
1700108F19Rik	1700108F19Rik	0	1	1	2	0	0	2	1
1700108J01Rik	1700108J01Rik	0	0	0	0	1	0	0	0
1700108M19Rik	1700108M19Rik	0	2	1	0	0	0	0	0
1700109F18Rik	1700109F18Rik	0	0	0	0	0	0	0	0
1700109G14Rik	1700109G14Rik	1	0	2	1	1	0	1	0
1700109G15Rik	1700109G15Rik	0	0	1	0	0	0	0	0
1700109H08Rik	1700109H08Rik	18	11	19	16	18	18	12	15
1700109I08Rik	1700109I08Rik	0	0	0	0	0	0	0	0
1700110C19Rik	1700110C19Rik	26	15	8	21	5	6	10	4
1700110I01Rik	1700110I01Rik	0	1	0	0	0	1	2	2
1700110K17Rik	1700110K17Rik	13	15	17	22	39	34	42	59
1700110M21Rik	1700110M21Rik	1	1	0	1	1	0	0	0
1700111N16Rik	1700111N16Rik	0	0	0	1	1	0	1	2
1700112E06Rik	1700112E06Rik	47	29	33	32	7	2	8	12
1700112H15Rik	1700112H15Rik	0	0	0	0	0	0	0	0
1700113A16Rik	1700113A16Rik	707	565	719	908	50	45	90	47
1700113H08Rik	1700113H08Rik	2	1	1	2	2	0	0	1
1700113I22Rik	1700113I22Rik	24	33	41	54	10	13	13	17
1700119H24Rik	1700119H24Rik	0	0	0	0	0	0	0	0
1700120C14Rik	1700120C14Rik	37	46	38	44	12	12	20.0003	12
1700120E14Rik	1700120E14Rik	0	0	0	2	2	1	6	9
1700120G07Rik	1700120G07Rik	0	0	0	0	0	0	0	0
1700120K04Rik	1700120K04Rik	5	3	5	6	2	4	9	2
1700121L16Rik	1700121L16Rik	1	0	0	0	0	0	4	2
1700121N20Rik	1700121N20Rik	0	0	0	0	0	0	0	0
1700122O11Rik	1700122O11Rik	0	0	0	0	0	0	0	0
1700123I01Rik	1700123I01Rik	4	2	0	2	6	4	1	6
1700123K08Rik	1700123K08Rik	1	0	0	2	3	0	0	3
1700123L14Rik	1700123L14Rik	0	1	4	6	7	11	7	14
1700123M08Rik	1700123M08Rik	50	60	58	67	15	4	8	12
1700123O12Rik	1700123O12Rik	0	0	0	0	0	0	0	0
1700123O20Rik	1700123O20Rik	1067	887	1113	1125	266	179	245	276
1700123O21Rik	1700123O21Rik	0	0	0	2	0	1	5	5
1700125D06Rik	1700125D06Rik	19	10	21	18	2	3	1	2
1700125G02Rik	1700125G02Rik	6	3	2	5	5.00003	4.00001	12	3
1700125G22Rik	1700125G22Rik	1	1	4	1	2	3	1	1
1700125H03Rik	1700125H03Rik	0	0	3.00115	4	5	14	4.00035	2.00022
1700125H20Rik	1700125H20Rik	4	4	5	9	2	0	0	0
1700126H18Rik	1700126H18Rik	0	0	0	0	0	0	0	0
1700128A07Rik	1700128A07Rik	0	0	0	0	0	0	0	0
1700128F08Rik	1700128F08Rik	13	19	24	13	87	89	150	204
1700129C05Rik	1700129C05Rik	0	0	0	0	0	0	0	0
1810006J02Rik	1810006J02Rik	0	0	0	0	0	0	0	0
1810006K21Rik	1810006K21Rik	802	618	894	948	36	26	27	49
1810007C17Rik	1810007C17Rik	1	0	0	0	0	0	1	0
1810007D17Rik	1810007D17Rik	0	2	0	0	0	0	0	0
1810007I06Rik	1810007I06Rik	8	3	6	4	1	2	4	0
1810008A18Rik	1810008A18Rik	2275	1910	2331	2766	446	346	379	505
1810008I18Rik	1810008I18Rik	0	0	1	1	0	0	0	0
1810009A15Rik	1810009A15Rik	675	640	793	870	181	181	150	129
1810009J06Rik	1810009J06Rik	2	0	0	0	0	0	0	0
1810010D01Rik	1810010D01Rik	0	0	1	1	0	0	0	0
1810010H24Rik	1810010H24Rik	170	112	163	209	25	31	24	22
1810011H11Rik	1810011H11Rik	9	6	11	17	1	2	1	0
1810011O10Rik	1810011O10Rik	73	80	64	65	5	11	6	11
1810012K16Rik	1810012K16Rik	9	11	18	12	6	1	1	7
1810012P15Rik	1810012P15Rik	2466	2161	2756	3084	744	548	791	880
1810013A23Rik	1810013A23Rik	0	0	0	0	0	0	1	1
1810013D10Rik	1810013D10Rik	1018	795	1061	1134	151	95	116	168
1810013L24Rik	1810013L24Rik	2340	1970	2358	2875	665	486	720	823
1810014B01Rik	1810014B01Rik	234	221	216	263	40	24	40	29
1810014F10Rik	1810014F10Rik	758	728	914	1025	86	121	70	72
1810018F18Rik	1810018F18Rik	0	0	0	0	0	0	0	0
1810019D21Rik	1810019D21Rik	2	0.999993	4	0	0	0	0	0.999998
1810019J16Rik	1810019J16Rik	3	5	9	11	3	5	9	4
1810020D17Rik	1810020D17Rik	867	799	993	952	144	83	99	134
1810020O05Rik	1810020O05Rik	25	16	40	40	15	4	15	18
1810021B22Rik	1810021B22Rik	46	38	34	46	19	17	18	16
1810022K09Rik	1810022K09Rik	1324	1078	1341	1408	407	266	257	336
1810024B03Rik	1810024B03Rik	10	9	15	17	3	2	2	3
1810026B05Rik	1810026B05Rik	703.821	615.501	795.914	820.096	159.368	131.812	207.559	213.94
1810026J23Rik	1810026J23Rik	3857	3211	4168	4646	733.001	573.002	814	893
1810027O10Rik	1810027O10Rik	1148	1007	1409	1422	124	114	78	87
1810029B16Rik	1810029B16Rik	308	324	419	378	78	109	132	101
1810030J14Rik	1810030J14Rik	0	0	0	0	0	0	0	0
1810030N24Rik	1810030N24Rik	564	524	651	726	59	43	61	57
1810030O07Rik	1810030O07Rik	1604	1230	1631	1855	384	332	466	520
1810031K17Rik	1810031K17Rik	570	474	610	712	129	147	170	244
1810032O08Rik	1810032O08Rik	151	114.913	197.294	176	21	17	21	26
1810033B17Rik	1810033B17Rik	9	9	7	11	5	2	7	10
1810034E14Rik	1810034E14Rik	12	3	2	14	18	22	20	36
1810035I16Rik	1810035I16Rik	23	9	14	10	15	10	24	22
1810035L17Rik	1810035L17Rik	1313	1167	1588	1610	136	107	147	129
1810037I17Rik	1810037I17Rik	3401	2987	3765	3897	194	165	155	192
1810041L15Rik	1810041L15Rik	2579	1942	2645	3485	1047	858	1233	1380
1810043G02Rik	1810043G02Rik	1984	1655	2343	2459	426	382	443	499
1810043H04Rik	1810043H04Rik	552	471	660	819	100	72	70	73
1810044D09Rik	1810044D09Rik	30	30	42	53	0	3	2	3
1810046J19Rik	1810046J19Rik	2301	2053	2691	2807	211	164	143	151
1810046K07Rik	1810046K07Rik	0	0	0	0	0	0	0	0
1810048J11Rik	1810048J11Rik	1031	779	1085	1327	423	461	646	634
1810049H13Rik	1810049H13Rik	291	267	376	419	51	44	51	91
1810053B23Rik	1810053B23Rik	0	0	1	0	0	0	0	0
1810055G02Rik	1810055G02Rik	340	256	324	430	156	145	176	193
1810058I24Rik	1810058I24Rik	891	876	1059	1077	65	43	67	62
1810062G17Rik	1810062G17Rik	5	8	6	9	2	0	4	2
1810062O18Rik	1810062O18Rik	29	14	21	26	10	7	10	16
1810063B05Rik	1810063B05Rik	937	751	930	1075	133	70	106	101
1810063B07Rik	1810063B07Rik	244	201	278	313	48	70	73	68
1810064F22Rik	1810064F22Rik	25.0002	22	38.0001	25	31	18.0001	30	23.0002
1810065E05Rik	1810065E05Rik	0	0	0	0	0	0	0	0
1810074P20Rik	1810074P20Rik	891	805	1027	1073	639	650	805	813
2010001E11Rik	2010001E11Rik	20	11	22	20	12	9	21	12
2010001M06Rik	2010001M06Rik	112	100	130	119	15	4	8	8
2010001M09Rik	2010001M09Rik	7	4	9	4	7	3	2	0
2010002M12Rik	2010002M12Rik	60	37	54	57	34	23	48	63
2010002N04Rik	2010002N04Rik	241	193	336	313	26	30	20	31
2010003K11Rik	2010003K11Rik	0	0	0	0	0	0	0	0
2010003K15Rik	2010003K15Rik	4	0	3	4	0	0	3	0
2010003O02Rik	2010003O02Rik	78	84	115	132	8	5	4	11
2010005H15Rik	2010005H15Rik	1	0	1	3	4	1	1	1
2010009K17Rik	2010009K17Rik	3	1	1	4	3	0	2	2
2010010A06Rik	2010010A06Rik	0	2	5	0	0	0	0	0
2010011I20Rik	2010011I20Rik	1342	1207	1412	1542	248	182	218	235
2010012O05Rik	2010012O05Rik	1755	1505	1998	2145	286	203	202	246
2010015L04Rik	2010015L04Rik	529	426	603	559	325	432	440	470
2010016I18Rik	2010016I18Rik	0	1	3	1	4.00005	0	5.0001	4
2010106C02Rik	2010106C02Rik	0	0	0	0	3	4	12	7
2010106E10Rik	2010106E10Rik	0	3	1	0	0	0	0	1
2010106G01Rik	2010106G01Rik	1235	950	1291	1350	270	237	354	356
2010107E04Rik	2010107E04Rik	3696	2955	3991	4320	293	247	229	260
2010107G12Rik	2010107G12Rik	16	17	39	39	3	5	3	10
2010107G23Rik	2010107G23Rik	1526	1284	1773	2031	94	83	90	114
2010107H07Rik	2010107H07Rik	235	208	264	316	25	18	15	18
2010109A12Rik	2010109A12Rik	2	1	2	1	2	2	3	2
2010109I03Rik	2010109I03Rik	28	26	32	22	20	16	40	41
2010109K11Rik	2010109K11Rik	798	667	827	930	199	169	219	225
2010110P09Rik	2010110P09Rik	15	8	6	14	2	2	5	2
2010111I01Rik	2010111I01Rik	283	207	303	302	206	178	255	279
2010204K13Rik	2010204K13Rik	1995	1713	2373	2471	231	192	191	213
2010300C02Rik	2010300C02Rik	1405	1198	1498	1805	753	692	984	1208
2010305A19Rik	2010305A19Rik	610	511	599	735	186	139	179	208
2010308F09Rik	2010308F09Rik	14	4	14	13	0	3	1	2
2010310C07Rik	2010310C07Rik	0	0	0	0	0	0	0	0
2010315B03Rik	2010315B03Rik	575	428	555	706	223	148	173	246
2010317E24Rik	2010317E24Rik	116	69	124	117	24	15	12	36
2010320M18Rik	2010320M18Rik	336	243	398	412	65	39	48	69
2010321M09Rik	2010321M09Rik	489	411	490	553	132	124	182	250
2200002D01Rik	2200002D01Rik	8	14	6	3	7	2	9	3
2200002J24Rik	2200002J24Rik	0	1	0	0	0	0	0	0
2200002K05Rik	2200002K05Rik	729	592	744	888	140	90	125	121
2210009G21Rik	2210009G21Rik	294	246	284	353	103	128	186	171.001
2210010C04Rik	2210010C04Rik	2	1	2	0	1	3	1	4
2210010C17Rik	2210010C17Rik	2	2	2	9	1	2	1	2
2210012G02Rik	2210012G02Rik	806	696	833	908	201	146	210	215
2210013O21Rik	2210013O21Rik	2846	2414	3222	3540	170	186	151	241
2210015D19Rik	2210015D19Rik	466	380	458	538	183	134	157	208
2210016F16Rik	2210016F16Rik	1008	925	1113	1263	245	271	275	293
2210016L21Rik	2210016L21Rik	7136	6219	8125	9208	1425	1159	1286	1472
2210018M11Rik	2210018M11Rik	938	762	954	1155	743	531	827	967
2210019I11Rik	2210019I11Rik	0	0	0	1	0	0	0	0
2210020M01Rik	2210020M01Rik	14	33	32	31	4	4	6	8
2210021J22Rik	2210021J22Rik	395	297	541	470	123	46	80	73
2210039B01Rik	2210039B01Rik	52	66	56	64	56	64	118	83
2210403K04Rik	2210403K04Rik	933	675.163	985	919	106.797	76.008	93.5949	135.143
2210404J11Rik	2210404J11Rik	235	182	253	298	79	109	107	167
2210404O07Rik	2210404O07Rik	31	28	38	43	3	4	5	4
2210404O09Rik	2210404O09Rik	186	182	196	231	70	56	58	75
2210407C18Rik	2210407C18Rik	0	0	0	0	0	0	0	0
2210408F21Rik	2210408F21Rik	211	170	248	264	103	65	89	93
2210408I21Rik	2210408I21Rik	305	242	342	379	227	202	346	418
2210409D07Rik	2210409D07Rik	4	1	1	2	0	0	0	0
2210409E12Rik	2210409E12Rik	0	0	0	1	0	0	0	0
2210411K11Rik	2210411K11Rik	29	61	78	106	26	51	20	42
2210414B05Rik	2210414B05Rik	0	0	0	0	0	0	0	0
2210415F13Rik	2210415F13Rik	0	0	0	0	0	0	0	0
2210416O15Rik	2210416O15Rik	157.574	121.714	201.781	244.718	26.3661	25.6298	23.6051	31.0587
2210417A02Rik	2210417A02Rik	0	0	0	0	0	4	0	0
2210417K05Rik	2210417K05Rik	24	21.0145	21	20	3	8	6	12
2210420H20Rik	2210420H20Rik	1	3	3	1	3	2	5	4
2300002M23Rik	2300002M23Rik	0	1	0	2	0	0	0	0
2300003K06Rik	2300003K06Rik	0	0	0	0	0	0	0	0
2300005B03Rik	2300005B03Rik	0	1	3	1	0	0	0	0
2300009A05Rik	2300009A05Rik	334	318	398	500	52	20	44	63
2310001A20Rik	2310001A20Rik	1375	1014	1429	1597	276	364	439	446
2310001H17Rik	2310001H17Rik	22	14	20	11	1	1	1	2
2310001H18Rik	2310001H18Rik	0	0	0	0	0	0	0	0
2310001K24Rik	2310001K24Rik	5	1	4	3	17	1	8	7
2310002D06Rik	2310002D06Rik	41	45	45	42	16	7	21	33
2310002J15Rik	2310002J15Rik	4	7	6	9	0	0	0	0
2310002L09Rik	2310002L09Rik	0	0	0	0	0	0	0	0
2310002L13Rik	2310002L13Rik	0	0	0	0	0	0	0	1
2310003C23Rik	2310003C23Rik	2042	1715	2087	2479	837	551	807	838
2310003F16Rik	2310003F16Rik	2944	2527	3295	3453	654	609	640	679
2310003H01Rik	2310003H01Rik	540	451	567	681	162	180	225	252
2310003L22Rik	2310003L22Rik	1772	1467	1863	2264	395	290	420	455
2310004I24Rik	2310004I24Rik	652	574	724	838	116	82	129	110
2310004N24Rik	2310004N24Rik	1048	912	1196	1325	124	95	104	136
2310005A03Rik	2310005A03Rik	1	3	0	1	3	6	3	7
2310005E17Rik	2310005E17Rik	0	0	0	2	0	1	0	2
2310005G13Rik	2310005G13Rik	1	1	2	1	2	4	1	4
2310007B03Rik	2310007B03Rik	23	19	25	19	2	2	2	1
2310007L24Rik	2310007L24Rik	1	9	14	5	8	6	2	2
2310008H04Rik	2310008H04Rik	81	97	138	136	51	55	46	65
2310008H09Rik	2310008H09Rik	1257	1023	1294.99	1362	572	617	581	680
2310008N11Rik	2310008N11Rik	0	0	0	0	0	0	0	0
2310009A05Rik	2310009A05Rik	330	268	334	350	41	39	46	49
2310009B15Rik	2310009B15Rik	261	262	323	401	59	50	59	62
2310010J17Rik	2310010J17Rik	79	53	72	61	11	9	6	6
2310010M20Rik	2310010M20Rik	35	38	55	37	43	48	52	49
2310011J03Rik	2310011J03Rik	1323	1127	1466	1633.01	144	91.0005	114	118
2310014F07Rik	2310014F07Rik	7	5	16	14	2	0	1	3
2310014L17Rik	2310014L17Rik	227	168	241	247	127	175	209	148
2310015A10Rik	2310015A10Rik	976	819	1000	1204	152	151	163	192
2310015B20Rik	2310015B20Rik	12	10	12	7	0	2	0	1
2310015D24Rik	2310015D24Rik	0	0	0	0	0	0	3	0
2310016D03Rik	2310016D03Rik	1	0	0	0	0	1	0	0
2310016M24Rik	2310016M24Rik	2939	2304	3009	3473	223	128	160	214
2310020H05Rik	2310020H05Rik	0	4	1	3	0	1	1	0
2310021P13Rik	2310021P13Rik	2181	1776	2214	2756	1656	1904	3010	3039
2310022A10Rik	2310022A10Rik	1185	938	1305	1650	267	190	283	260
2310022B05Rik	2310022B05Rik	6896	6186	7117	8336	1440	1351	1268	1671
2310028H24Rik	2310028H24Rik	7173	6369	7843	8949	1865	1289	1697	1859
2310030A07Rik	2310030A07Rik	0	0	0	0	0	0	0	0
2310030G06Rik	2310030G06Rik	127	123	158	164	9	12	12	19
2310030N02Rik	2310030N02Rik	374	316	432	444	120	83	119	143
2310033E01Rik	2310033E01Rik	1	0	0	0	0	1	1	0
2310033P09Rik	2310033P09Rik	682	593	754	945	459	384	431	541
2310034C09Rik	2310034C09Rik	0	0	0	0	0	0	0	0
2310034G01Rik	2310034G01Rik	39	49	33	48	9	2	10	6
2310034O05Rik	2310034O05Rik	7	6	9	8	0	3	0	0
2310035C23Rik	2310035C23Rik	2311	2019	2322	2610	1056	964	1528	1452
2310035K24Rik	2310035K24Rik	710	601	798.001	845	94.0002	58	63.0001	108.001
2310036O22Rik	2310036O22Rik	2828	2248	3166	3555	703	523	583	602
2310037I24Rik	2310037I24Rik	2623	2178	2747	2961	550	422	506	648
2310039H08Rik	2310039H08Rik	172	164	183	208	18	27	17	28
2310039L15Rik	2310039L15Rik	83	55	84	88	149	141	237	216
2310040G24Rik	2310040G24Rik	55	42	66	57	9	9	5	19
2310042D19Rik	2310042D19Rik	193	162	242	291	63	43	81	101
2310042E22Rik	2310042E22Rik	4	0	4	9	1	0	0	0
2310043J07Rik	2310043J07Rik	13	3	7	6	1	1	0	0
2310043L19Rik	2310043L19Rik	0	0	0	0	0	0	0	0
2310043O21Rik	2310043O21Rik	0	0	0	0	0	0	0	0
2310044G17Rik	2310044G17Rik	4572	3640	5065	5665	1060	700	1033	1245
2310044H10Rik	2310044H10Rik	4678	3886	5173	6243	700	624	751	759
2310045N01Rik	2310045N01Rik	642	593	662	823	110	122	141	151
2310046A06Rik	2310046A06Rik	43	34	54	70	15	12	9	5
2310046O06Rik	2310046O06Rik	1423	1123	1510	1614	328	277	285	318
2310047B19Rik	2310047B19Rik	720	633	791	866	94	63	81	89
2310047M10Rik	2310047M10Rik	1555	1309	1855	2018	162	126	141	201
2310050B05Rik	2310050B05Rik	12	6	8	11	3	11	8	7
2310050C09Rik	2310050C09Rik	0	0	0	0	2	0	1	0
2310057J18Rik	2310057J18Rik	0	0	0	1	0	1	0	0
2310057M21Rik	2310057M21Rik	873	773	842	993	241	201	304	299
2310057N15Rik	2310057N15Rik	0	0	0	0	1	1	0	0
2310061C15Rik	2310061C15Rik	602	462	547	692	74	87	83	83
2310061I04Rik	2310061I04Rik	2274	2012	2524	2856	394	317	357	400
2310061J03Rik	2310061J03Rik	314	251	367	375	47	29	51	49
2310061N02Rik	2310061N02Rik	0	0	0	0	0	0	0	0
2310065F04Rik	2310065F04Rik	3	0	1	2	0	0	2	0
2310067B10Rik	2310067B10Rik	1100	799	1024	1430	716	772	1100	909
2310068J16Rik	2310068J16Rik	42	38	50	77	15	18	12	7
2310069B03Rik	2310069B03Rik	2	0	0	0	0	1	0	0
2310069G16Rik	2310069G16Rik	42	48.0037	55.0018	81	44.0002	25.0004	42	29
2310079F23Rik	2310079F23Rik	195	196	223	301	105	132	127	127
2310079G19Rik	2310079G19Rik	0	0	0	0	0	0	0	0
2310081J21Rik	2310081J21Rik	0	0	0	0	0	0	0	0
2400001E08Rik	2400001E08Rik	3706	3042	4087	4325	496	413	441	486
2400003C14Rik	2400003C14Rik	2963	2400	2963	3377	550	500.002	670	769
2400009B08Rik	2400009B08Rik	89	79	104	112	8	4	6	2
2410001C21Rik	2410001C21Rik	2867	2570	2975	3444	604	479	499	642
2410002F23Rik	2410002F23Rik	3230	2712	3537	4023	519	385	568	614
2410002I01Rik	2410002I01Rik	376	304	496	578	85	145	124	142
2410002O22Rik	2410002O22Rik	3338	2679	3587	3932	686	547	822	892
2410003K15Rik	2410003K15Rik	410	362	477	503	119	63	112	140
2410003L11Rik	2410003L11Rik	3	0	0	0	0	0	0	0
2410004A20Rik	2410004A20Rik	17	4	17	12	11	7	18	13
2410004B18Rik	2410004B18Rik	1117	992	1263	1345	310	180	249	282
2410004I01Rik	2410004I01Rik	34	35	51	48	11	0	8	8
2410004N09Rik	2410004N09Rik	351	259	412	428	49	49	57	58
2410004P03Rik	2410004P03Rik	400	316	344	410	76	70	61	76
2410006H16Rik	2410006H16Rik	1039	816	1159	1365	90	124	133	123
2410007B07Rik	2410007B07Rik	2	8	5	0	9	15	14	9
2410012E07Rik	2410012E07Rik	1	0	3	1	0	2	3	9
2410012M07Rik	2410012M07Rik	0	0	2	1	0	0	0	0
2410015M20Rik	2410015M20Rik	2436	2152	2910	2988	208	189	179	177
2410016O06Rik	2410016O06Rik	370	322	359	513	77	63	87	121
2410017I17Rik	2410017I17Rik	0	4	3	1	0	0	0	0
2410017P09Rik	2410017P09Rik	489	406	528	615	88	76	62	103
2410018L13Rik	2410018L13Rik	447	312	535	541	84	73	109	102
2410018M08Rik	2410018M08Rik	335	262	373	369	77	89	123	128
2410021H03Rik	2410021H03Rik	8	2	11	13	10	7	29	27
2410022L05Rik	2410022L05Rik	2970	2266	3310	3713	369	215	268	324
2410042D21Rik	2410042D21Rik	583	509	599	606	120	74	122	125
2410057H14Rik	2410057H14Rik	13	8	8	15	2	3	6	6
2410066E13Rik	2410066E13Rik	1202	1030	1194	1316	479	332	452	471
2410075B13Rik	2410075B13Rik	632	469	596	702	90	75	90	96
2410076I21Rik	2410076I21Rik	47	38	83	81	10	15	13	15
2410088K16Rik	2410088K16Rik	1	1	3	2	3	1	0	0
