gene_id	gene_short_name	nonpomc_0	nonpomc_1	nonpomc_2	nonpomc_3	pomc_0	pomc_1	pomc_2	pomc_3
Olfr1045	Olfr1045	0	0	0	0	0	0	0	0
Olfr1046	Olfr1046	0	0	0	0	0	0	0	0
Olfr1047	Olfr1047	0	0	0	0	0	0	0	0
Olfr1048	Olfr1048	0	0	0	0	0	0	0	0
Olfr1049	Olfr1049	0	0	0	0	0	0	0	0
Olfr1051	Olfr1051	0	0	0	0	0	0	0	0
Olfr1052	Olfr1052	0	0	0	0	0	0	0	0
Olfr1053	Olfr1053	0	0	0	0	0	0	0	0
Olfr1054	Olfr1054	0	0	0	0	0	0	0	0
Olfr1055	Olfr1055	0	0	0	0	0	0	0	0
Olfr1056	Olfr1056	0	0	0	0	0	0	0	0
Olfr1057	Olfr1057	0	0	0	0	0	0	0	0
Olfr1058	Olfr1058	0	0	0	0	0	0	0	0
Olfr1061	Olfr1061	0	0	0	0	0	0	0	0
Olfr1062	Olfr1062	0	0	0	0	0	0	0	0
Olfr1065	Olfr1065	0	0	0	0	0	0	0	0
Olfr1066	Olfr1066	0	0	0	0	0	0	0	0
Olfr107	Olfr107	0	0	0	0	0	0	0.135737	0
Olfr1076	Olfr1076	0	0	0	0	0	0	0	0
Olfr1077-ps1	Olfr1077-ps1	0	0	0	0	0	0	0	0
Olfr1079	Olfr1079	0	0	0	0	0	0	0	0
Olfr108	Olfr108	0	0	0	0	0	0	0	0
Olfr1080	Olfr1080	0	0	0	0	0	0	0	0
Olfr1082	Olfr1082	0	0	0	0	0	0	0	0
Olfr1084	Olfr1084	0	0	0	0	0	0	0	0
Olfr1085	Olfr1085	0	0	0	0	0	0	0	0
Olfr1086	Olfr1086	0	0	0	0	0	0	0	0
Olfr1087	Olfr1087	0	0	0	0	0	0	0	0
Olfr1089	Olfr1089	0	0	0	0	0	0	0	0
Olfr109	Olfr109	0	0	0	0	0	0	0	0
Olfr1090	Olfr1090	0	0	0	0	0	0	0.174051	0
Olfr1093	Olfr1093	0	0	0	0	0	0	0	0
Olfr1094	Olfr1094	0	0	0	0	0	0	0.167272	0
Olfr1095	Olfr1095	0	0	0	0	0	0	0	0
Olfr1097	Olfr1097	0	0	0	0	0	0	0	0
Olfr1098	Olfr1098	0	0	0	0	0	0	0	0
Olfr1099	Olfr1099	0	0	0	0	0	0	0	0
Olfr11	Olfr11	0	0	0	0	0	0	0	0
Olfr110	Olfr110	0	0	0	0	0	0	0	0
Olfr1100	Olfr1100	0	0	0	0	0	0	0	0
Olfr1101	Olfr1101	0	0	0	0	0	0	0.19265	0
Olfr1102	Olfr1102	0	0	0	0	0	0	0	0
Olfr1104	Olfr1104	0	0	0	0	0	0	0	0
Olfr1105	Olfr1105	0	0	0	0	0	0	0	0
Olfr1106	Olfr1106	0	0	0	0	0	0	0	0
Olfr1107	Olfr1107	0	0	0	0	0	0	0.147356	0
Olfr1109	Olfr1109	0	0	0	0	0	0	0	0
Olfr111	Olfr111	0	0	0	0	0	0	0	0
Olfr1110	Olfr1110	0	0	0	0	0	0	0	0
Olfr1111	Olfr1111	0	0	0	0	0	0	0	0
Olfr1112	Olfr1112	0	0	0	0	0	0	0	0
Olfr1113	Olfr1113	0	0	0	0	0	0	0	0
Olfr1115	Olfr1115	0	0	0	0	0	0	0	0
Olfr1116-ps	Olfr1116-ps	0	0	0	0	0	0	0	0
Olfr1118	Olfr1118	0	0	0	0	0	0	0	0
Olfr112	Olfr112	0	0	0	0	0	0	0	0
Olfr1120	Olfr1120	0.0392015	0	0	0	0	0	0	0
Olfr1121	Olfr1121	0	0	0	0	0	0	0	0
Olfr1122	Olfr1122	0	0	0	0	0	0	0	0
Olfr1123	Olfr1123	0	0	0	0	0	0	0	0
Olfr1124	Olfr1124	0	0	0	0	0	0	0	0
Olfr1126	Olfr1126	0	0	0	0	0	0	0	0
Olfr1128	Olfr1128	0	0	0	0.0355728	0	0.191275	0.148671	0
Olfr1129	Olfr1129	0	0	0	0.0364336	0	0	0	0
Olfr113	Olfr113	0	0	0	0	0	0	0	0
Olfr1130	Olfr1130	0.0631166	0	0.0386285	0	0	0	0	0
Olfr1131	Olfr1131	0	0	0	0	0	0	0	0
Olfr1132	Olfr1132	0	0	0	0	0	0	0.32366	0
Olfr1133	Olfr1133	0	0	0	0	0	0	0	0
Olfr1134	Olfr1134	0	0	0	0	0	0	0	0
Olfr1135	Olfr1135	0	0	0	0	0	0	0.192029	0
Olfr1136	Olfr1136	0	0	0	0	0	0	0	0
Olfr1137	Olfr1137	0	0	0	0	0	0	0	0
Olfr1138	Olfr1138	0	0	0	0	0	0	0	0
Olfr114	Olfr114	0	0	0	0	0	0	0	0
Olfr1140	Olfr1140	0	0	0.0487022	0	0	0	0	0
Olfr1141	Olfr1141	0	0	0	0	0	0	0	0
Olfr1143	Olfr1143	0	0	0	0	0	0	0	0
Olfr1145	Olfr1145	0	0	0	0	0	0	0	0
Olfr1148	Olfr1148	0	0	0	0	0	0	0	0
Olfr115	Olfr115	0	0	0	0	0	0	0	0
Olfr1151	Olfr1151	0	0	0	0	0	0	0	0
Olfr1152	Olfr1152	0	0	0	0	0	0	0	0
Olfr1153	Olfr1153	0	0	0	0	0	0	0	0
Olfr1154	Olfr1154	0	0	0	0	0	0	0	0
Olfr1155	Olfr1155	0	0	0	0	0	0	0	0
Olfr1156	Olfr1156	0	0	0	0	0	0	0	0
Olfr1157	Olfr1157	0	0	0	0	0	0	0	0
Olfr1158	Olfr1158	0	0	0	0	0	0	0	0
Olfr116	Olfr116	0	0	0	0	0	0	0	0
Olfr1160	Olfr1160	0	0	0	0	0	0	0	0
Olfr1161	Olfr1161	0	0	0	0	0	0	0	0
Olfr1162	Olfr1162	0	0	0	0	0	0	0	0
Olfr1163	Olfr1163	0	0	0	0	0	0	0	0
Olfr1164	Olfr1164	0	0	0	0	0	0	0	0
Olfr1166	Olfr1166	0	0	0	0	0	0	0	0
Olfr1167	Olfr1167	0	0	0	0	0	0	0	0
Olfr1168	Olfr1168	0	0	0	0	0	0	0	0
Olfr117	Olfr117	0	0	0	0	0	0	0	0
Olfr1170	Olfr1170	0	0	0	0	0	0	0	0
Olfr1173	Olfr1173	0	0	0	0	0	0	0	0
Olfr1176	Olfr1176	0	0	0	0	0	0	0	0
Olfr1178	Olfr1178	0	0	0	0	0	0	0	0
Olfr1179	Olfr1179	0	0	0	0	0	0	0	0
Olfr118	Olfr118	0	0	0	0	0	0	0	0
Olfr1180	Olfr1180	0	0	0	0	0	0	0	0
Olfr1181	Olfr1181	0	0	0	0	0	0	0	0
Olfr1182	Olfr1182	0	0	0	0	0	0	0	0
Olfr1183	Olfr1183	0	0	0	0	0	0	0	0
Olfr1184	Olfr1184	0	0	0	0	0	0	0	0
Olfr1186	Olfr1186	0	0	0	0	0	0	0	0
Olfr1188	Olfr1188	0	0	0	0	0	0	0	0
Olfr1189	Olfr1189	0	0	0	0	0	0	0	0
Olfr119	Olfr119	0	0	0	0	0	0	0	0
Olfr1193	Olfr1193	0	0	0	0	0	0	0	0
Olfr1195	Olfr1195	0	0	0	0	0	0	0	0
Olfr1196	Olfr1196	0	0	0	0	0	0	0	0
Olfr1197	Olfr1197	0	0	0	0	0	0	0	0
Olfr1198	Olfr1198	0	0	0	0	0	0	0	0
Olfr1199	Olfr1199	0	0	0	0	0	0	0	0
Olfr12	Olfr12	0	0	0	0	0	0	0	0
Olfr120	Olfr120	0	0	0	0	0	0	0	0
Olfr1200	Olfr1200	0	0	0	0	0	0	0	0
Olfr1201	Olfr1201	0	0	0	0	0	0	0	0
Olfr1202	Olfr1202	0	0	0	0	0	0	0	0
Olfr1204	Olfr1204	0	0	0	0	0	0	0	0
Olfr1205	Olfr1205	0	0	0	0	0	0	0	0
Olfr1206	Olfr1206	0	0	0	0	0	0	0.17647	0
Olfr1208	Olfr1208	0	0	0	0	0	0	0	0
Olfr1209	Olfr1209	0	0	0	0	0	0	0	0
Olfr121	Olfr121	0	0	0	0	0	0	0	0
Olfr1211	Olfr1211	0	0	0	0	0	0	0	0
Olfr1212	Olfr1212	0	0	0	0	0	0	0	0
Olfr1213	Olfr1213	0	0	0	0	0	0	0	0
Olfr1214	Olfr1214	0	0	0	0	0	0	0	0
Olfr1215	Olfr1215	0	0	0	0	0	0	0	0
Olfr1216	Olfr1216	0	0	0	0	0	0	0	0
Olfr1217	Olfr1217	0	0	0	0	0	0	0	0
Olfr1218	Olfr1218	0	0	0	0	0	0	0	0
Olfr1219	Olfr1219	0	0	0	0	0	0	0	0
Olfr122	Olfr122	0	0	0	0	0	0	0	0
Olfr1220	Olfr1220	0	0	0	0	0	0	0	0
Olfr1221	Olfr1221	0	0	0	0	0	0	0	0
Olfr1222	Olfr1222	0	0	0	0	0	0	0	0
Olfr1223	Olfr1223	0	0	0	0	0	0	0	0
Olfr1225	Olfr1225	0	0	0	0	0	0	0	0
Olfr1226	Olfr1226	0	0	0	0	0	0	0	0
Olfr1228	Olfr1228	0	0	0	0	0	0	0	0
Olfr1229	Olfr1229	0	0	0	0	0	0	0	0
Olfr123	Olfr123	0	0	0	0	0	0	0	0
Olfr1230	Olfr1230	0	0	0	0	0	0	0	0
Olfr1231	Olfr1231	0	0	0	0	0	0	0	0
Olfr1232	Olfr1232	0	0	0	0	0	0	0	0
Olfr1233	Olfr1233	0	0	0	0	0	0	0	0
Olfr1234	Olfr1234	0	0	0	0	0	0	0	0
Olfr1238	Olfr1238	0	0	0	0	0	0	0	0
Olfr1239	Olfr1239	0	0	0	0	0	0	0	0
Olfr124	Olfr124	0	0	0	0	0	0	0	0
Olfr1240	Olfr1240	0	0	0	0	0	0	0	0
Olfr1241	Olfr1241	0	0	0	0	0	0	0	0
Olfr1242	Olfr1242	0	0	0	0	0	0	0.15965	0
Olfr1243	Olfr1243	0	0	0	0	0	0	0	0
Olfr1245	Olfr1245	0	0	0	0	0	0	0	0
Olfr1246	Olfr1246	0	0	0	0	0	0	0	0
Olfr1247	Olfr1247	0	0	0	0	0	0	0	0
Olfr1248	Olfr1248	0	0	0	0	0	0	0	0
Olfr1249	Olfr1249	0	0	0	0	0	0	0	0
Olfr125	Olfr125	0	0	0	0	0	0	0	0
Olfr1250	Olfr1250	0	0	0	0	0	0	0	0
Olfr1251	Olfr1251	0	0	0	0	0	0	0	0
Olfr1252	Olfr1252	0	0	0	0	0	0	0	0
Olfr1253	Olfr1253	0	0	0	0	0	0	0	0
Olfr1254	Olfr1254	0	0	0	0	0	0	0	0
Olfr1255	Olfr1255	0	0	0	0	0	0	0	0
Olfr1256	Olfr1256	0	0.0634983	0	0	0	0	0	0
Olfr1257	Olfr1257	0	0	0	0	0	0	0	0
Olfr1258	Olfr1258	0	0	0	0	0	0	0	0
Olfr1259	Olfr1259	0	0	0	0	0	0	0	0
Olfr126	Olfr126	0	0	0	0	0	0	0	0
Olfr1260	Olfr1260	0	0	0	0	0	0	0	0
Olfr1261	Olfr1261	0	0	0	0	0	0	0	0
Olfr1262	Olfr1262	0	0	0	0	0	0	0	0
Olfr1263	Olfr1263	0	0	0	0	0	0	0	0
Olfr1264	Olfr1264	0	0	0	0	0	0	0	0
Olfr1265	Olfr1265	0	0	0	0	0	0	0	0
Olfr1269	Olfr1269	0	0	0	0	0	0	0	0
Olfr127	Olfr127	0	0	0	0	0	0	0	0
Olfr1270	Olfr1270	0	0	0	0	0	0	0	0
Olfr1271	Olfr1271	0	0	0	0	0	0	0	0
Olfr1272	Olfr1272	0	0	0	0	0	0	0	0
Olfr1273-ps	Olfr1273-ps	0	0	0	0	0	0	0	0
Olfr1274-ps	Olfr1274-ps	0	0	0	0	0	0	0	0
Olfr1275	Olfr1275	0	0	0	0	0	0	0	0
Olfr1276	Olfr1276	0	0	0	0	0	0	0	0
Olfr1277	Olfr1277	0	0	0	0	0	0	0	0
Olfr1278	Olfr1278	0	0	0	0	0	0	0	0
Olfr1279	Olfr1279	0	0	0	0	0	0	0	0
Olfr128	Olfr128	0	0	0	0	0	0	0	0
Olfr1280	Olfr1280	0	0	0	0	0	0	0	0
Olfr1281	Olfr1281	0	0	0	0	0	0	0	0
Olfr1282	Olfr1282	0	0	0	0	0	0	0	0
Olfr1283	Olfr1283	0	0	0	0	0	0	0	0
Olfr1284	Olfr1284	0	0	0	0	0	0	0	0
Olfr1286	Olfr1286	0	0	0	0	0	0	0	0
Olfr1287	Olfr1287	0	0	0	0	0	0	0	0
Olfr1288	Olfr1288	0	0	0	0	0	0	0	0
Olfr1289	Olfr1289	0	0	0	0	0	0	0	0
Olfr129	Olfr129	0	0	0	0	0	0	0	0
Olfr1290	Olfr1290	0	0	0	0	0	0	0	0
Olfr1294	Olfr1294	0	0	0	0	0	0	0	0
Olfr1295	Olfr1295	0	0	0	0	0	0	0	0
Olfr1297	Olfr1297	0	0	0	0	0	0	0	0
Olfr1298	Olfr1298	0	0	0	0	0	0	0	0
Olfr1299	Olfr1299	0	0	0	0	0	0	0	0
Olfr13	Olfr13	0	0	0	0.0331348	0	0	0	0
Olfr130	Olfr130	0	0	0	0	0	0	0	0
Olfr1300-ps1	Olfr1300-ps1	0	0	0	0	0	0	0	0
Olfr1301	Olfr1301	0	0	0	0	0	0	0	0
Olfr1302	Olfr1302	0	0	0	0	0	0	0	0
Olfr1303	Olfr1303	0	0	0	0	0	0	0	0
Olfr1305	Olfr1305	0	0	0	0	0	0	0	0
Olfr1306	Olfr1306	0	0	0	0	0	0	0	0
Olfr1307	Olfr1307	0	0	0	0	0	0	0	0
Olfr1308	Olfr1308	0	0	0	0	0	0	0	0
Olfr1309	Olfr1309	0	0	0	0	0	0	0	0
Olfr131	Olfr131	0	0	0	0	0	0	0	0
Olfr1310	Olfr1310	0	0	0	0	0	0	0	0
Olfr1311	Olfr1311	0	0	0	0	0	0	0	0
Olfr1312	Olfr1312	0	0	0	0	0	0	0	0
Olfr1313	Olfr1313	0	0	0	0	0	0	0	0
Olfr1314	Olfr1314	0	0	0	0	0	0	0	0
Olfr1316	Olfr1316	0	0	0	0	0	0	0	0
Olfr1317	Olfr1317	0	0	0	0	0	0	0	0
Olfr1318	Olfr1318	0	0	0	0	0	0.120619	0.224454	0
Olfr132	Olfr132	0	0	0	0	0	0	0	0
Olfr1320	Olfr1320	0	0	0	0	0	0	0	0
Olfr1321	Olfr1321	0	0	0	0	0	0	0	0
Olfr1322	Olfr1322	0	0	0	0	0	0	0.186266	0
Olfr1323	Olfr1323	0	0	0	0	0	0	0	0
Olfr1324	Olfr1324	0	0	0	0	0	0	0	0
Olfr1325	Olfr1325	0	0	0	0	0	0	0	0
Olfr1328	Olfr1328	0	0	0	0	0	0	0	0
Olfr1329	Olfr1329	0	0	0	0	0	0	0	0
Olfr133	Olfr133	0	0	0	0	0	0	0	0
Olfr1330	Olfr1330	0	0	0	0	0	0	0	0
Olfr1331	Olfr1331	0	0	0	0	0	0	0	0
Olfr1333	Olfr1333	0	0	0	0	0	0	0	0
Olfr1335	Olfr1335	0	0	0	0	0	0	0	0
Olfr1336	Olfr1336	0	0	0	0	0.116725	0	0	0
Olfr1337	Olfr1337	0	0	0	0	0	0	0	0
Olfr1338	Olfr1338	0	0	0	0	0	0	0	0
Olfr1339	Olfr1339	0	0	0	0	0	0	0	0
Olfr134	Olfr134	0	0	0	0	0	0	0	0
Olfr1340	Olfr1340	0	0	0	0	0	0	0	0
Olfr1341	Olfr1341	0	0	0	0	0	0	0	0
Olfr1342	Olfr1342	0	0	0	0	0	0	0	0
Olfr1344	Olfr1344	1.78047	1.39113	1.67156	2.04478	0.451553	0.402393	0.338235	0.553943
Olfr1346	Olfr1346	0	0	0	0	0	0	0	0
Olfr1347	Olfr1347	0	0	0	0	0	0	0	0
Olfr1348	Olfr1348	0	0	0	0	0	0	0.101451	0
Olfr1349	Olfr1349	0	0	0.0338159	0	0	0	0	0
Olfr135	Olfr135	0	0	0	0	0	0	0	0
Olfr1350	Olfr1350	0	0	0	0	0	0	0	0
Olfr1351	Olfr1351	0	0	0	0	0	0	0	0
Olfr1352	Olfr1352	0.0281187	0	0	0	0	0	0	0
Olfr1353	Olfr1353	0	0	0	0	0	0.44246	0	0
Olfr1354	Olfr1354	0	0	0	0	0	0	0	0
Olfr1355	Olfr1355	0	0	0	0	0	0	0	0
Olfr1356	Olfr1356	0	0	0	0	0	0	0	0
Olfr1357	Olfr1357	0	0	0	0	0	0	0.261965	0
Olfr1359	Olfr1359	0	0	0	0	0	0	0	0
Olfr136	Olfr136	0	0	0	0	0	0	0	0
Olfr1360	Olfr1360	0	0	0	0	0	0	0	0
Olfr1361	Olfr1361	0	0	0	0	0	0	0	0
Olfr1362	Olfr1362	0	0	0	0	0	0	0	0
Olfr1364	Olfr1364	0	0	0	0	0.31959	0	0	0
Olfr1366	Olfr1366	0	0	0.0394324	0	0	0	0	0
Olfr1367	Olfr1367	0	0	0	0	0	0	0	0
Olfr1368	Olfr1368	0	0	0	0	0	0	0	0
Olfr137	Olfr137	0	0	0	0	0	0	0	0
Olfr1370	Olfr1370	0	0	0	0	0	0	0	0
Olfr1371	Olfr1371	0	0	0	0	0	0	0	0.189013
Olfr1372-ps1	Olfr1372-ps1	0.144782	0.200449	0.212509	0.2309	0.0635549	0.302726	0.330647	0.457775
Olfr1373	Olfr1373	0	0	0	0	0	0	0	0
Olfr1377	Olfr1377	0	0	0	0	0	0	0	0
Olfr1378	Olfr1378	0	0	0	0	0	0	0	0
Olfr138	Olfr138	0	0	0	0	0	0	0	0
Olfr1380	Olfr1380	0	0	0	0	0	0	0	0
Olfr1381	Olfr1381	0	0	0	0	0	0	0	0
Olfr1382	Olfr1382	0	0	0	0	0	0	0	0
Olfr1383	Olfr1383	0	0	0	0	0	0	0	0
Olfr1384	Olfr1384	0	0	0	0	0	0	0	0
Olfr1385	Olfr1385	0	0	0	0	0	0	0	0
Olfr1386	Olfr1386	0	0	0	0	0	0	0	0
Olfr1387	Olfr1387	0	0	0	0	0	0	0	0.110003
Olfr1388	Olfr1388	0	0	0	0	0	0	0	0
Olfr1389	Olfr1389	0	0	0	0	0	0	0	0
Olfr139	Olfr139	0	0	0	0	0	0	0	0
Olfr1390	Olfr1390	0	0	0	0	0	0	0	0
Olfr1391	Olfr1391	0	0	0	0	0	0	0	0.211094
Olfr1392	Olfr1392	0.0718743	0	0	0	0	0	0	0
Olfr1393	Olfr1393	0	0	0	0	0	0.225019	0	0.0906213
Olfr1394	Olfr1394	0	0	0	0	0	0	0	0
Olfr1395	Olfr1395	0	0	0	0	0	0	0	0
Olfr1396	Olfr1396	0	0	0	0	0	0	0	0
Olfr140	Olfr140	0	0	0	0	0	0	0	0
Olfr1402	Olfr1402	0	0	0	0	0	0	0	0
Olfr1404	Olfr1404	0	0	0	0	0	0	0	0
Olfr1406	Olfr1406	0	0	0	0	0	0	0	0
Olfr1408	Olfr1408	0	0	0	0	0	0	0	0
Olfr141	Olfr141	0	0	0	0	0	0	0	0
Olfr1410	Olfr1410	0	0	0	0	0	0	0	0
Olfr1411	Olfr1411	0	0	0	0	0	0	0	0
Olfr1412	Olfr1412	0	0	0	0	0	0	0	0
Olfr1413	Olfr1413	0	0	0	0	0	0	0	0
Olfr1414	Olfr1414	0	0.0367148	0	0	0	0	0	0
Olfr1415	Olfr1415	0	0	0	0	0	0	0	0
Olfr1416	Olfr1416	0	0	0	0	0	0	0	0
Olfr1417	Olfr1417	0.446616	0.210773	0.223832	0.300763	0.557359	0.796434	0.938384	1.0858
Olfr1418	Olfr1418	0.0438007	0	0	0	0	0	0	0.151154
Olfr1419	Olfr1419	0	0	0	0.0317724	0	0.295617	0	0
Olfr142	Olfr142	0	0	0	0	0	0	0	0
Olfr1420	Olfr1420	0.311884	0.11425	0.229772	0.147417	0.357978	0	0.505171	0
Olfr1423	Olfr1423	0	0	0	0	0	0	0	0
Olfr1424	Olfr1424	0	0	0	0	0	0	0.114137	0
Olfr1425	Olfr1425	0	0	0	0	0	0	0	0
Olfr1426	Olfr1426	0	0	0	0	0	0	0	0
Olfr1427	Olfr1427	0	0	0	0	0	0	0	0
Olfr1428	Olfr1428	0	0	0	0	0	0	0	0
Olfr143	Olfr143	0	0	0	0	0	0	0	0
Olfr1431	Olfr1431	0	0	0	0	0	0	0	0
Olfr1433	Olfr1433	0	0	0	0	0	0	0	0
Olfr1434	Olfr1434	0	0	0	0	0	0	0	0
Olfr1436	Olfr1436	0	0	0	0	0	0	0	0
Olfr1437	Olfr1437	0	0	0	0	0	0	0	0
Olfr1440	Olfr1440	0	0	0	0	0	0	0	0
Olfr1441	Olfr1441	0	0	0	0	0	0	0	0
Olfr1442	Olfr1442	0	0	0	0	0	0	0	0
Olfr1443	Olfr1443	0	0	0	0	0	0	0.0360056	0
Olfr1444	Olfr1444	0	0.0539295	0	0	0	0	0	0
Olfr1445	Olfr1445	0	0	0	0	0	0	0	0
Olfr1446	Olfr1446	0	0	0	0	0	0	0	0
Olfr1447	Olfr1447	0	0	0	0	0	0	0	0
Olfr1448	Olfr1448	0	0	0	0	0	0	0	0
Olfr1449	Olfr1449	0	0	0	0	0	0	0	0
Olfr145	Olfr145	0	0	0	0	0	0	0	0
Olfr1450	Olfr1450	0	0	0	0	0	0	0	0
Olfr1451	Olfr1451	0	0	0	0	0	0	0	0
Olfr1453	Olfr1453	0	0	0	0	0	0	0	0
Olfr1454	Olfr1454	0	0	0	0	0	0	0	0
Olfr1457	Olfr1457	0	0	0	0	0	0	0	0
Olfr1459	Olfr1459	0	0	0	0	0	0	0	0
Olfr146	Olfr146	0	0	0	0	0	0	0	0
Olfr1461	Olfr1461	0	0	0	0	0	0	0	0
Olfr1462	Olfr1462	0	0	0	0	0	0	0	0
Olfr1463	Olfr1463	0	0	0	0	0	0	0	0
Olfr1465	Olfr1465	0	0	0	0	0	0	0	0
Olfr1466	Olfr1466	0	0	0	0	0	0	0	0
Olfr1467	Olfr1467	0	0	0	0	0	0	0	0
Olfr1469	Olfr1469	0	0	0	0	0	0	0	0
Olfr147	Olfr147	0	0	0	0	0	0	0.120634	0
Olfr1471	Olfr1471	0	0	0	0	0	0	0	0
Olfr1472	Olfr1472	0	0	0	0	0	0	0	0
Olfr1474	Olfr1474	0	0	0	0	0	0	0	0
Olfr1475	Olfr1475	0	0	0	0	0	0	0	0
Olfr1477	Olfr1477	0	0	0	0	0	0	0	0
Olfr148	Olfr148	0	0	0	0.0739178	0	0	0	0
Olfr1480	Olfr1480	0	0	0	0	0	0	0	0
Olfr1484	Olfr1484	0	0	0	0	0	0	0	0
Olfr1487	Olfr1487	0	0	0	0	0	0	0	0
Olfr1489	Olfr1489	0	0	0	0	0	0	0	0
Olfr149	Olfr149	0	0	0	0	0	0	0	0
Olfr1490	Olfr1490	0	0	0	0	0	0	0	0
Olfr1491	Olfr1491	0	0	0	0	0	0	0	0
Olfr1494	Olfr1494	0	0	0	0	0	0	0	0
Olfr1495	Olfr1495	0	0	0	0	0	0	0	0
Olfr1496	Olfr1496	0	0	0	0	0	0	0	0
Olfr1497	Olfr1497	0	0	0	0	0	0	0	0
Olfr1499	Olfr1499	0	0	0	0	0	0	0	0
Olfr15	Olfr15	0	0.0547043	0	0	0	0	0	0
Olfr150	Olfr150	0	0	0	0	0	0	0	0
Olfr1500	Olfr1500	0	0	0	0	0	0	0	0
Olfr1501	Olfr1501	0	0	0	0	0	0	0	0
Olfr1502	Olfr1502	0	0	0	0	0	0	0	0
Olfr1504	Olfr1504	0	0	0	0	0	0	0	0
Olfr1505	Olfr1505	0	0	0	0	0	0	0	0
Olfr1506	Olfr1506	0	0	0	0	0	0	0	0
Olfr1507	Olfr1507	0.0621343	0.055945	0.0989812	0.143438	0.395147	1.51853	0.646464	0.314738
Olfr1508	Olfr1508	0	0.0238916	0.0213941	0	0	0.467594	0.25588	0.0615779
Olfr1509	Olfr1509	0	0	0	0	0	0	0.251216	0
Olfr151	Olfr151	0	0	0	0	0	0.21963	0	0
Olfr1510	Olfr1510	0	0	0	0	0.670893	0	0.71655	0.0942745
Olfr1511	Olfr1511	0	0	0	0	1.099	0.125376	1.14892	0.673883
Olfr1512	Olfr1512	0.0887599	0	0	0	0.704726	0.341156	0.466538	0.656546
Olfr1513	Olfr1513	0	0	0	0	0.630923	0	0.0753729	0.100973
Olfr152	Olfr152	0	0	0	0	0	0	0	0
Olfr153	Olfr153	0.0391294	0	0	0.0340998	0	0	0	0
Olfr1532-ps1	Olfr1532-ps1	0	0	0	0	0	0	0	0
Olfr1535	Olfr1535	0	0.0515404	0	0	0.137865	0	0	0
Olfr1537-ps1	Olfr1537-ps1	0	0	0	0	0	0	0	0
Olfr154	Olfr154	0	0	0	0	0	0	0	0
Olfr155	Olfr155	0	0	0	0	0	0	0.0532606	0
Olfr156	Olfr156	0	0	0	0	0	0	0	0
Olfr157	Olfr157	0	0	0	0	0	0	0	0
Olfr159	Olfr159	0	0	0	0	0	0	0	0
Olfr16	Olfr16	0	0	0	0	0	0	0	0
Olfr160	Olfr160	0	0	0	0	0	0	0.127155	0
Olfr161	Olfr161	0	0	0	0	0	0	0	0
Olfr164	Olfr164	0	0	0	0	0	0.192072	0	0
Olfr165	Olfr165	0	0	0	0	0	0	0	0
Olfr166	Olfr166	0	0	0	0	0	0	0	0
Olfr167	Olfr167	0	0	0	0	0	0	0	0
Olfr168	Olfr168	0	0	0	0	0	0	0	0
Olfr169	Olfr169	0	0	0	0	0	0	0	0.148013
Olfr17	Olfr17	0	0	0	0	0	0	0	0
Olfr170	Olfr170	0	0	0	0	0	0	0	0
Olfr171	Olfr171	0	0	0	0	0	0	0	0
Olfr172	Olfr172	0	0	0	0	0.121703	0	0.329811	0
Olfr173	Olfr173	0	0	0	0	0	0	0	0
Olfr175-ps1	Olfr175-ps1	0	0	0	0	0	0	0.126226	0
Olfr176	Olfr176	0	0	0	0	0	0	0	0
Olfr177	Olfr177	0	0	0	0	0	0	0	0
Olfr178	Olfr178	0	0	0	0	0	0	0	0
Olfr179	Olfr179	0	0	0	0	0	0	0	0
Olfr18	Olfr18	0	0	0.0366301	0.0591541	0	0	0	0
Olfr180	Olfr180	0	0	0	0	0	0	0	0
Olfr181	Olfr181	0	0	0	0	0	0	0	0
Olfr183	Olfr183	0	0	0	0	0	0	0	0
Olfr186	Olfr186	0	0	0	0	0	0	0	0
Olfr187	Olfr187	0	0.050695	0	0	0	0	0	0
Olfr19	Olfr19	0	0	0	0	0	0	0	0
Olfr190	Olfr190	0	0	0	0	0	0	0	0
Olfr191	Olfr191	0	0	0	0	0	0	0	0
Olfr192	Olfr192	0	0	0	0	0	0	0	0
Olfr193	Olfr193	0	0	0	0	0	0	0	0
Olfr194	Olfr194	0	0	0	0	0	0	0	0
Olfr195	Olfr195	0	0	0	0	0	0	0	0
Olfr196	Olfr196	0	0	0	0	0	0	0	0
Olfr197	Olfr197	0	0	0	0	0	0	0	0
Olfr198	Olfr198	0	0	0	0	0	0	0	0
Olfr199	Olfr199	0	0	0	0	0	0	0	0
Olfr2	Olfr2	0	0	0	0	0	0	0	0
Olfr20	Olfr20	0	0	0.0330538	0	0	0	0	0
Olfr201	Olfr201	0	0	0	0	0	0	0	0
Olfr202	Olfr202	0	0	0	0	0	0	0	0
Olfr203	Olfr203	0	0	0	0	0	0	0	0
Olfr204	Olfr204	0	0	0	0	0	0	0	0
Olfr205	Olfr205	0	0	0	0	0	0	0	0
Olfr206	Olfr206	0	0	0	0	0	0	0	0
Olfr209	Olfr209	0	0	0	0	0	0	0	0
Olfr211	Olfr211	0	0	0	0	0	0	0	0
Olfr212	Olfr212	0.0802569	0.0971016	0.0709039	0.0667213	0.14332	0	0	0.133352
Olfr213	Olfr213	0	0	0	0	0	0	0	0
Olfr214	Olfr214	0	0	0	0	0	0	0	0
Olfr215	Olfr215	0	0	0	0	0	0	0	0
